Time,C4,C12,RLU,OD,RLU_OD,Phase
3,0.5,0.5,324,0.153,2117.64705882353,initial
3,0.5,0.5,300,0.155,1935.48387096774,initial
3,0.5,0.5,310,0.158,1962.0253164557,initial
3,0.5,0.5,318,0.159,2000,initial
3,0.5,0.5,858,0.188,4563.82978723404,followup
3,0.5,0.5,994,0.217,4580.64516129032,followup
3,0.5,0.5,863,0.226,3818.58407079646,followup
3,0.5,0.5,911,0.22,4140.90909090909,followup
3,0.5,0.5,1082,0.223,4852.01793721973,followup
3,0.5,0.5,1109,0.212,5231.1320754717,followup
3,0.5,1,354,0.157,2254.77707006369,initial
3,0.5,1,308,0.153,2013.07189542484,initial
3,0.5,1,314,0.15,2093.33333333333,initial
3,0.5,1,298,0.149,2000,initial
3,0.5,1,329,0.152,2164.47368421053,initial
3,0.5,2,427,0.156,2737.17948717949,initial
3,0.5,2,399,0.16,2493.75,initial
3,0.5,2,409,0.163,2509.20245398773,initial
3,0.5,2,372,0.166,2240.96385542169,initial
3,0.5,2,359,0.165,2175.75757575758,initial
3,0.5,3,392,0.151,2596.02649006623,initial
3,0.5,3,364,0.151,2410.59602649007,initial
3,0.5,3,376,0.155,2425.8064516129,initial
3,0.5,3,376,0.153,2457.51633986928,initial
3,0.5,3,384,0.156,2461.53846153846,initial
3,0.5,4,449,0.153,2934.64052287582,initial
3,0.5,4,461,0.155,2974.1935483871,initial
3,0.5,4,439,0.158,2778.48101265823,initial
3,0.5,4,438,0.16,2737.5,initial
3,0.5,4,379,0.157,2414.0127388535,initial
3,0.5,5,422,0.159,2654.08805031447,initial
3,0.5,5,397,0.163,2435.58282208589,initial
3,0.5,5,445,0.168,2648.80952380952,initial
3,0.5,5,422,0.158,2670.88607594937,initial
3,0.5,5,399,0.158,2525.3164556962,initial
3,1,0,47,0.154,305.194805194805,initial
3,1,0,56,0.162,345.679012345679,initial
3,1,0,52,0.158,329.113924050633,initial
3,1,0,57,0.162,351.851851851852,initial
3,1,0,50,0.159,314.465408805031,initial
3,1,0.1,230,0.16,1437.5,initial
3,1,0.1,255,0.159,1603.77358490566,initial
3,1,0.1,255,0.162,1574.07407407407,initial
3,1,0.1,251,0.154,1629.87012987013,initial
3,1,0.1,220,0.153,1437.90849673203,initial
3,1,0.5,293,0.154,1902.5974025974,initial
3,1,0.5,348,0.155,2245.16129032258,initial
3,1,0.5,337,0.162,2080.24691358025,initial
3,1,0.5,380,0.161,2360.24844720497,initial
3,1,0.5,363,0.158,2297.46835443038,initial
3,1,1,351,0.165,2127.27272727273,initial
3,1,1,377,0.166,2271.0843373494,initial
3,1,1,363,0.167,2173.65269461078,initial
3,1,1,396,0.162,2444.44444444444,initial
3,1,1,356,0.16,2225,initial
3,1,2,357,0.151,2364.23841059603,initial
3,1,2,366,0.152,2407.89473684211,initial
3,1,2,426,0.172,2476.74418604651,initial
3,1,2,420,0.154,2727.27272727273,initial
3,1,2,435,0.153,2843.13725490196,initial
3,1,3,360,0.152,2368.42105263158,initial
3,1,3,401,0.154,2603.8961038961,initial
3,1,3,417,0.155,2690.32258064516,initial
3,1,3,399,0.151,2642.38410596027,initial
3,1,3,404,0.156,2589.74358974359,initial
3,1,4,414,0.117,3538.46153846154,initial
3,1,4,354,0.154,2298.7012987013,initial
3,1,4,426,0.153,2784.3137254902,initial
3,1,4,394,0.148,2662.16216216216,initial
3,1,4,423,0.147,2877.55102040816,initial
3,1,5,409,0.145,2820.68965517241,initial
3,1,5,414,0.151,2741.72185430464,initial
3,1,5,449,0.154,2915.58441558442,initial
3,1,5,423,0.154,2746.75324675325,initial
3,1,5,401,0.153,2620.91503267974,initial
3,2,0,50,0.129,387.596899224806,initial
3,2,0,50,0.14,357.142857142857,initial
3,2,0,59,0.142,415.492957746479,initial
3,2,0,56,0.144,388.888888888889,initial
3,2,0,54,0.139,388.489208633093,initial
3,2,0.1,306,0.147,2081.63265306122,initial
3,2,0.1,324,0.151,2145.69536423841,initial
3,2,0.1,346,0.148,2337.83783783784,initial
3,2,0.1,326,0.148,2202.7027027027,initial
3,2,0.1,304,0.144,2111.11111111111,initial
3,2,0.5,373,0.144,2590.27777777778,initial
3,2,0.5,364,0.147,2476.19047619048,initial
3,2,0.5,368,0.149,2469.79865771812,initial
3,2,0.5,396,0.152,2605.26315789474,initial
3,2,0.5,398,0.155,2567.74193548387,initial
3,2,1,499,0.153,3261.43790849673,initial
3,2,1,521,0.157,3318.47133757962,initial
3,2,1,403,0.153,2633.98692810458,initial
3,2,1,376,0.153,2457.51633986928,initial
3,2,1,459,0.153,3000,initial
3,2,2,462,0.144,3208.33333333333,initial
3,2,2,483,0.15,3220,initial
3,2,2,477,0.156,3057.69230769231,initial
3,2,2,424,0.163,2601.22699386503,initial
3,2,2,470,0.163,2883.43558282209,initial
3,2,3,458,0.161,2844.72049689441,initial
3,2,3,471,0.163,2889.57055214724,initial
3,2,3,514,0.165,3115.15151515152,initial
3,2,3,507,0.162,3129.62962962963,initial
3,2,3,528,0.16,3300,initial
3,2,4,419,0.143,2930.06993006993,initial
3,2,4,431,0.147,2931.97278911565,initial
3,2,4,535,0.153,3496.73202614379,initial
3,2,4,544,0.157,3464.96815286624,initial
3,2,4,537,0.161,3335.40372670807,initial
3,2,5,551,0.167,3299.40119760479,initial
3,2,5,496,0.165,3006.06060606061,initial
3,2,5,493,0.165,2987.87878787879,initial
3,2,5,530,0.162,3271.6049382716,initial
3,2,5,562,0.158,3556.96202531646,initial
3,3,0,51,0.147,346.938775510204,initial
3,3,0,36,0.145,248.275862068966,initial
3,3,0,56,0.149,375.838926174497,initial
3,3,0,57,0.149,382.55033557047,initial
3,3,0,61,0.153,398.692810457516,initial
3,3,0.1,278,0.164,1695.12195121951,initial
3,3,0.1,292,0.163,1791.41104294479,initial
3,3,0.1,295,0.166,1777.10843373494,initial
3,3,0.1,296,0.16,1850,initial
3,3,0.1,281,0.156,1801.28205128205,initial
3,3,0.5,309,0.141,2191.48936170213,initial
3,3,0.5,328,0.146,2246.57534246575,initial
3,3,0.5,342,0.153,2235.29411764706,initial
3,3,0.5,387,0.155,2496.77419354839,initial
3,3,0.5,395,0.164,2408.53658536585,initial
3,3,1,493,0.158,3120.25316455696,initial
3,3,1,449,0.157,2859.87261146497,initial
3,3,1,469,0.156,3006.41025641026,initial
3,3,1,422,0.155,2722.58064516129,initial
3,3,1,357,0.153,2333.33333333333,initial
3,3,2,389,0.132,2946.9696969697,initial
3,3,2,361,0.145,2489.65517241379,initial
3,3,2,388,0.143,2713.28671328671,initial
3,3,2,433,0.14,3092.85714285714,initial
3,3,2,452,0.139,3251.79856115108,initial
3,3,3,425,0.141,3014.18439716312,initial
3,3,3,473,0.148,3195.94594594595,initial
3,3,3,392,0.148,2648.64864864865,initial
3,3,3,417,0.146,2856.16438356164,initial
3,3,3,434,0.16,2712.5,initial
3,3,4,471,0.121,3892.56198347107,initial
3,3,4,432,0.122,3540.98360655738,initial
3,3,4,418,0.127,3291.33858267717,initial
3,3,4,429,0.126,3404.7619047619,initial
3,3,4,419,0.123,3406.50406504065,initial
3,3,5,435,0.127,3425.1968503937,initial
3,3,5,406,0.141,2879.43262411348,initial
3,3,5,395,0.145,2724.13793103448,initial
3,3,5,410,0.145,2827.58620689655,initial
3,3,5,435,0.128,3398.4375,initial
3,4,0,56,0.141,397.163120567376,initial
3,4,0,51,0.143,356.643356643357,initial
3,4,0,54,0.143,377.622377622378,initial
3,4,0,56,0.144,388.888888888889,initial
3,4,0,60,0.143,419.58041958042,initial
3,4,0.1,276,0.145,1903.44827586207,initial
3,4,0.1,263,0.148,1777.02702702703,initial
3,4,0.1,239,0.143,1671.32867132867,initial
3,4,0.1,259,0.143,1811.18881118881,initial
3,4,0.1,219,0.138,1586.95652173913,initial
3,4,0.5,314,0.15,2093.33333333333,initial
3,4,0.5,340,0.151,2251.65562913907,initial
3,4,0.5,395,0.161,2453.41614906832,initial
3,4,0.5,403,0.165,2442.42424242424,initial
3,4,0.5,394,0.164,2402.43902439024,initial
3,4,1,379,0.163,2325.15337423313,initial
3,4,1,378,0.163,2319.01840490798,initial
3,4,1,396,0.159,2490.56603773585,initial
3,4,1,351,0.155,2264.51612903226,initial
3,4,1,354,0.154,2298.7012987013,initial
3,4,2,459,0.146,3143.83561643836,initial
3,4,2,431,0.162,2660.49382716049,initial
3,4,2,446,0.165,2703.0303030303,initial
3,4,2,438,0.169,2591.71597633136,initial
3,4,2,399,0.171,2333.33333333333,initial
3,4,3,470,0.164,2865.85365853659,initial
3,4,3,509,0.166,3066.26506024096,initial
3,4,3,498,0.164,3036.58536585366,initial
3,4,3,458,0.156,2935.89743589744,initial
3,4,3,432,0.154,2805.19480519481,initial
3,4,4,520,0.149,3489.93288590604,initial
3,4,4,481,0.166,2897.59036144578,initial
3,4,4,463,0.169,2739.6449704142,initial
3,4,4,469,0.174,2695.40229885057,initial
3,4,4,452,0.17,2658.82352941176,initial
3,4,5,553,0.168,3291.66666666667,initial
3,4,5,513,0.17,3017.64705882353,initial
3,4,5,578,0.166,3481.92771084337,initial
3,4,5,478,0.157,3044.58598726115,initial
3,4,5,417,0.152,2743.42105263158,initial
3,5,0,55,0.149,369.127516778523,initial
3,5,0,61,0.157,388.535031847134,initial
3,5,0,57,0.158,360.759493670886,initial
3,5,0,57,0.156,365.384615384615,initial
3,5,0,55,0.157,350.31847133758,initial
3,5,0.1,308,0.163,1889.57055214724,initial
3,5,0.1,350,0.161,2173.91304347826,initial
3,5,0.1,284,0.158,1797.46835443038,initial
3,5,0.1,276,0.154,1792.20779220779,initial
3,5,0.1,238,0.154,1545.45454545455,initial
3,5,0.5,416,0.153,2718.95424836601,initial
3,5,0.5,454,0.167,2718.5628742515,initial
3,5,0.5,391,0.17,2300,initial
3,5,0.5,390,0.168,2321.42857142857,initial
3,5,0.5,437,0.164,2664.63414634146,initial
3,5,1,380,0.157,2420.3821656051,initial
3,5,1,348,0.155,2245.16129032258,initial
3,5,1,367,0.156,2352.5641025641,initial
3,5,1,348,0.149,2335.57046979866,initial
3,5,1,368,0.155,2374.1935483871,initial
3,5,2,425,0.148,2871.62162162162,initial
3,5,2,486,0.158,3075.94936708861,initial
3,5,2,477,0.158,3018.98734177215,initial
3,5,2,477,0.162,2944.44444444444,initial
3,5,2,486,0.157,3095.54140127389,initial
3,5,3,205,0.171,1198.83040935673,initial
3,5,3,229,0.172,1331.39534883721,initial
3,5,3,226,0.174,1298.85057471264,initial
3,5,3,245,0.17,1441.17647058824,initial
3,5,3,296,0.167,1772.45508982036,initial
3,5,4,487,0.123,3959.34959349594,initial
3,5,4,470,0.129,3643.41085271318,initial
3,5,4,464,0.128,3625,initial
3,5,4,460,0.126,3650.79365079365,initial
3,5,4,489,0.132,3704.54545454545,initial
3,5,5,449,0.132,3401.51515151515,initial
3,5,5,474,0.138,3434.78260869565,initial
3,5,5,480,0.145,3310.34482758621,initial
3,5,5,459,0.146,3143.83561643836,initial
3,5,5,483,0.135,3577.77777777778,initial
4,0,0,37,0.131,282.442748091603,initial
4,0,0,37,0.143,258.741258741259,initial
4,0,0,41,0.14,292.857142857143,initial
4,0,0,33,0.144,229.166666666667,initial
4,0,0,35,0.143,244.755244755245,initial
4,0,0,149,0.224,665.178571428571,followup
4,0,0,164,0.232,706.896551724138,followup
4,0,0,189,0.228,828.947368421053,followup
4,0,0,189,0.227,832.599118942731,followup
4,0,0,187,0.268,697.761194029851,followup
4,0,0,201,0.229,877.729257641921,followup
4,0,0.02,344,0.277,1241.87725631769,followup
4,0,0.02,370,0.295,1254.23728813559,followup
4,0,0.02,395,0.287,1376.30662020906,followup
4,0,0.02,394,0.31,1270.96774193548,followup
4,0,0.02,371,0.297,1249.15824915825,followup
4,0,0.02,326,0.24,1358.33333333333,followup
4,0,0.05,855,0.328,2606.70731707317,followup
4,0,0.05,855,0.356,2401.68539325843,followup
4,0,0.05,1006,0.393,2559.79643765903,followup
4,0,0.05,777,0.352,2207.38636363636,followup
4,0,0.05,742,0.315,2355.55555555556,followup
4,0,0.05,776,0.359,2161.55988857939,followup
4,0,0.1,290,0.143,2027.97202797203,initial
4,0,0.1,309,0.148,2087.83783783784,initial
4,0,0.1,328,0.145,2262.06896551724,initial
4,0,0.1,277,0.151,1834.43708609272,initial
4,0,0.1,255,0.138,1847.82608695652,initial
4,0,0.1,902,0.334,2700.59880239521,followup
4,0,0.1,1089,0.353,3084.98583569405,followup
4,0,0.1,1155,0.34,3397.05882352941,followup
4,0,0.1,1110,0.35,3171.42857142857,followup
4,0,0.1,998,0.319,3128.52664576802,followup
4,0,0.1,986,0.337,2925.81602373887,followup
4,0,0.2,2870,0.493,5821.50101419878,followup
4,0,0.2,3327,0.493,6748.47870182556,followup
4,0,0.2,3183,0.496,6417.33870967742,followup
4,0,0.2,3609,0.431,8373.54988399072,followup
4,0,0.2,2689,0.448,6002.23214285714,followup
4,0,0.2,3722,0.47,7919.14893617021,followup
4,0,0.5,263,0.141,1865.24822695035,initial
4,0,0.5,236,0.149,1583.89261744966,initial
4,0,0.5,254,0.149,1704.69798657718,initial
4,0,0.5,250,0.143,1748.25174825175,initial
4,0,0.5,244,0.147,1659.86394557823,initial
4,0,0.5,3939,0.378,10420.6349206349,followup
4,0,0.5,4134,0.392,10545.9183673469,followup
4,0,0.5,4172,0.379,11007.9155672823,followup
4,0,0.5,4110,0.399,10300.7518796992,followup
4,0,0.5,4321,0.401,10775.5610972569,followup
4,0,0.5,3114,0.352,8846.59090909091,followup
4,0,1,340,0.15,2266.66666666667,initial
4,0,1,374,0.152,2460.52631578947,initial
4,0,1,337,0.151,2231.7880794702,initial
4,0,1,359,0.154,2331.16883116883,initial
4,0,1,344,0.171,2011.69590643275,initial
4,0,2,306,0.144,2125,initial
4,0,2,336,0.148,2270.27027027027,initial
4,0,2,314,0.15,2093.33333333333,initial
4,0,2,307,0.149,2060.40268456376,initial
4,0,2,304,0.147,2068.02721088435,initial
4,0,3,365,0.163,2239.26380368098,initial
4,0,3,436,0.161,2708.07453416149,initial
4,0,3,429,0.166,2584.33734939759,initial
4,0,3,442,0.168,2630.95238095238,initial
4,0,3,437,0.161,2714.28571428571,initial
4,0,4,356,0.151,2357.61589403974,initial
4,0,4,336,0.153,2196.07843137255,initial
4,0,4,354,0.153,2313.72549019608,initial
4,0,4,352,0.151,2331.12582781457,initial
4,0,4,385,0.15,2566.66666666667,initial
4,0,5,347,0.147,2360.54421768708,initial
4,0,5,328,0.141,2326.24113475177,initial
4,0,5,386,0.147,2625.85034013605,initial
4,0,5,386,0.151,2556.29139072848,initial
4,0,5,382,0.151,2529.80132450331,initial
4,0.02,0,192,0.232,827.586206896552,followup
4,0.02,0,173,0.291,594.501718213058,followup
4,0.02,0,209,0.298,701.342281879195,followup
4,0.02,0,200,0.305,655.737704918033,followup
4,0.02,0,215,0.329,653.495440729483,followup
4,0.02,0,197,0.3,656.666666666667,followup
4,0.02,0.02,394,0.31,1270.96774193548,followup
4,0.02,0.02,447,0.32,1396.875,followup
4,0.02,0.02,427,0.343,1244.89795918367,followup
4,0.02,0.02,424,0.332,1277.10843373494,followup
4,0.02,0.02,407,0.328,1240.85365853659,followup
4,0.02,0.02,386,0.232,1663.79310344828,followup
4,0.02,0.05,749,0.297,2521.88552188552,followup
4,0.02,0.05,1335,0.342,3903.50877192982,followup
4,0.02,0.05,1590,0.392,4056.12244897959,followup
4,0.02,0.05,1303,0.336,3877.97619047619,followup
4,0.02,0.05,1134,0.328,3457.31707317073,followup
4,0.02,0.05,1081,0.305,3544.26229508197,followup
4,0.02,0.1,1205,0.367,3283.37874659401,followup
4,0.02,0.1,1202,0.318,3779.87421383648,followup
4,0.02,0.1,1308,0.335,3904.4776119403,followup
4,0.02,0.1,1291,0.342,3774.85380116959,followup
4,0.02,0.1,1219,0.312,3907.05128205128,followup
4,0.02,0.1,1174,0.3,3913.33333333333,followup
4,0.02,0.2,2697,0.443,6088.03611738149,followup
4,0.02,0.2,2847,0.398,7153.26633165829,followup
4,0.02,0.2,2739,0.409,6696.82151589242,followup
4,0.02,0.2,2594,0.386,6720.20725388601,followup
4,0.02,0.2,3108,0.475,6543.15789473684,followup
4,0.02,0.2,3426,0.494,6935.22267206478,followup
4,0.02,0.5,4670,0.416,11225.9615384615,followup
4,0.02,0.5,3730,0.388,9613.40206185567,followup
4,0.02,0.5,3783,0.408,9272.05882352941,followup
4,0.02,0.5,3657,0.406,9007.38916256158,followup
4,0.02,0.5,3202,0.366,8748.63387978142,followup
4,0.02,0.5,2717,0.324,8385.8024691358,followup
4,0.05,0,191,0.232,823.275862068965,followup
4,0.05,0,166,0.242,685.950413223141,followup
4,0.05,0,179,0.288,621.527777777778,followup
4,0.05,0,214,0.299,715.719063545151,followup
4,0.05,0,199,0.311,639.871382636656,followup
4,0.05,0,184,0.301,611.295681063123,followup
4,0.05,0.02,391,0.309,1265.37216828479,followup
4,0.05,0.02,450,0.285,1578.94736842105,followup
4,0.05,0.02,469,0.275,1705.45454545455,followup
4,0.05,0.02,466,0.29,1606.89655172414,followup
4,0.05,0.02,467,0.272,1716.91176470588,followup
4,0.05,0.02,444,0.239,1857.74058577406,followup
4,0.05,0.05,932,0.346,2693.64161849711,followup
4,0.05,0.05,1167,0.362,3223.75690607735,followup
4,0.05,0.05,1236,0.393,3145.03816793893,followup
4,0.05,0.05,1056,0.391,2700.76726342711,followup
4,0.05,0.05,917,0.347,2642.65129682997,followup
4,0.05,0.05,937,0.338,2772.18934911243,followup
4,0.05,0.1,1330,0.386,3445.59585492228,followup
4,0.05,0.1,1419,0.345,4113.04347826087,followup
4,0.05,0.1,1476,0.333,4432.43243243243,followup
4,0.05,0.1,1353,0.339,3991.15044247788,followup
4,0.05,0.1,1231,0.306,4022.87581699346,followup
4,0.05,0.1,1255,0.308,4074.67532467532,followup
4,0.05,0.2,2836,0.438,6474.88584474886,followup
4,0.05,0.2,3417,0.433,7891.45496535797,followup
4,0.05,0.2,4127,0.479,8615.86638830898,followup
4,0.05,0.2,4238,0.478,8866.10878661088,followup
4,0.05,0.2,4181,0.492,8497.9674796748,followup
4,0.05,0.2,4999,0.501,9978.04391217565,followup
4,0.05,0.5,4067,0.37,10991.8918918919,followup
4,0.05,0.5,3607,0.363,9936.6391184573,followup
4,0.05,0.5,4778,0.41,11653.6585365854,followup
4,0.05,0.5,4402,0.426,10333.3333333333,followup
4,0.05,0.5,4398,0.399,11022.5563909774,followup
4,0.05,0.5,2941,0.322,9133.54037267081,followup
4,0.1,0,37,0.15,246.666666666667,initial
4,0.1,0,40,0.156,256.410256410256,initial
4,0.1,0,29,0.159,182.389937106918,initial
4,0.1,0,29,0.162,179.012345679012,initial
4,0.1,0,41,0.157,261.146496815287,initial
4,0.1,0,178,0.234,760.683760683761,followup
4,0.1,0,178,0.252,706.349206349206,followup
4,0.1,0,213,0.263,809.885931558935,followup
4,0.1,0,194,0.317,611.98738170347,followup
4,0.1,0,202,0.31,651.612903225806,followup
4,0.1,0,203,0.327,620.795107033639,followup
4,0.1,0.02,340,0.328,1036.58536585366,followup
4,0.1,0.02,409,0.302,1354.30463576159,followup
4,0.1,0.02,389,0.277,1404.3321299639,followup
4,0.1,0.02,386,0.279,1383.51254480287,followup
4,0.1,0.02,437,0.315,1387.30158730159,followup
4,0.1,0.02,390,0.228,1710.52631578947,followup
4,0.1,0.05,993,0.352,2821.02272727273,followup
4,0.1,0.05,1094,0.334,3275.44910179641,followup
4,0.1,0.05,1095,0.371,2951.48247978437,followup
4,0.1,0.05,1022,0.329,3106.3829787234,followup
4,0.1,0.05,1117,0.351,3182.33618233618,followup
4,0.1,0.05,1073,0.353,3039.66005665722,followup
4,0.1,0.1,217,0.155,1400,initial
4,0.1,0.1,212,0.148,1432.43243243243,initial
4,0.1,0.1,237,0.151,1569.53642384106,initial
4,0.1,0.1,219,0.153,1431.37254901961,initial
4,0.1,0.1,214,0.152,1407.89473684211,initial
4,0.1,0.1,1507,0.423,3562.64775413712,followup
4,0.1,0.1,1443,0.336,4294.64285714286,followup
4,0.1,0.1,1458,0.337,4326.40949554896,followup
4,0.1,0.1,1546,0.359,4306.40668523677,followup
4,0.1,0.1,1376,0.316,4354.43037974684,followup
4,0.1,0.1,1388,0.318,4364.77987421384,followup
4,0.1,0.2,3643,0.455,8006.59340659341,followup
4,0.1,0.2,4141,0.452,9161.50442477876,followup
4,0.1,0.2,4444,0.454,9788.54625550661,followup
4,0.1,0.2,5302,0.482,11000,followup
4,0.1,0.2,4079,0.44,9270.45454545455,followup
4,0.1,0.2,6186,0.511,12105.675146771,followup
4,0.1,0.5,321,0.147,2183.67346938776,initial
4,0.1,0.5,297,0.152,1953.94736842105,initial
4,0.1,0.5,295,0.155,1903.22580645161,initial
4,0.1,0.5,314,0.152,2065.78947368421,initial
4,0.1,0.5,319,0.155,2058.06451612903,initial
4,0.1,0.5,6241,0.432,14446.7592592593,followup
4,0.1,0.5,7167,0.436,16438.0733944954,followup
4,0.1,0.5,8677,0.483,17964.8033126294,followup
4,0.1,0.5,7909,0.484,16340.9090909091,followup
4,0.1,0.5,9068,0.498,18208.8353413655,followup
4,0.1,0.5,4154,0.396,10489.898989899,followup
4,0.1,1,359,0.15,2393.33333333333,initial
4,0.1,1,332,0.149,2228.18791946309,initial
4,0.1,1,334,0.153,2183.00653594771,initial
4,0.1,1,330,0.15,2200,initial
4,0.1,1,355,0.152,2335.52631578947,initial
4,0.1,2,462,0.147,3142.85714285714,initial
4,0.1,2,398,0.146,2726.02739726027,initial
4,0.1,2,386,0.144,2680.55555555556,initial
4,0.1,2,368,0.147,2503.40136054422,initial
4,0.1,2,393,0.148,2655.40540540541,initial
4,0.1,3,358,0.142,2521.12676056338,initial
4,0.1,3,407,0.142,2866.19718309859,initial
4,0.1,3,401,0.145,2765.51724137931,initial
4,0.1,3,402,0.15,2680,initial
4,0.1,3,449,0.157,2859.87261146497,initial
4,0.1,4,525,0.127,4133.85826771654,initial
4,0.1,4,462,0.124,3725.8064516129,initial
4,0.1,4,411,0.126,3261.90476190476,initial
4,0.1,4,456,0.124,3677.41935483871,initial
4,0.1,4,452,0.128,3531.25,initial
4,0.1,5,446,0.132,3378.78787878788,initial
4,0.1,5,468,0.134,3492.53731343284,initial
4,0.1,5,459,0.141,3255.31914893617,initial
4,0.1,5,465,0.146,3184.93150684932,initial
4,0.1,5,487,0.143,3405.59440559441,initial
4,0.2,0,153,0.236,648.305084745763,followup
4,0.2,0,150,0.225,666.666666666667,followup
4,0.2,0,165,0.214,771.028037383178,followup
4,0.2,0,173,0.218,793.577981651376,followup
4,0.2,0,202,0.219,922.374429223744,followup
4,0.2,0,178,0.22,809.090909090909,followup
4,0.2,0.02,377,0.323,1167.1826625387,followup
4,0.2,0.02,354,0.216,1638.88888888889,followup
4,0.2,0.02,370,0.218,1697.24770642202,followup
4,0.2,0.02,382,0.225,1697.77777777778,followup
4,0.2,0.02,408,0.222,1837.83783783784,followup
4,0.2,0.02,366,0.23,1591.30434782609,followup
4,0.2,0.05,1620,0.446,3632.28699551569,followup
4,0.2,0.05,1151,0.354,3251.41242937853,followup
4,0.2,0.05,1060,0.389,2724.93573264781,followup
4,0.2,0.05,854,0.311,2745.9807073955,followup
4,0.2,0.05,868,0.309,2809.06148867314,followup
4,0.2,0.05,777,0.299,2598.66220735786,followup
4,0.2,0.1,1685,0.426,3955.39906103286,followup
4,0.2,0.1,1514,0.273,5545.78754578755,followup
4,0.2,0.1,1341,0.279,4806.45161290323,followup
4,0.2,0.1,1389,0.291,4773.19587628866,followup
4,0.2,0.1,1247,0.273,4567.76556776557,followup
4,0.2,0.1,1232,0.264,4666.66666666667,followup
4,0.2,0.2,3060,0.426,7183.0985915493,followup
4,0.2,0.2,4082,0.401,10179.5511221945,followup
4,0.2,0.2,4002,0.385,10394.8051948052,followup
4,0.2,0.2,3795,0.436,8704.12844036697,followup
4,0.2,0.2,3647,0.373,9777.47989276139,followup
4,0.2,0.2,5588,0.461,12121.4750542299,followup
4,0.2,0.5,7371,0.464,15885.775862069,followup
4,0.2,0.5,3593,0.281,12786.4768683274,followup
4,0.2,0.5,3143,0.273,11512.8205128205,followup
4,0.2,0.5,4255,0.294,14472.7891156463,followup
4,0.2,0.5,4193,0.292,14359.5890410959,followup
4,0.2,0.5,3904,0.285,13698.2456140351,followup
4,0.5,0,43,0.142,302.816901408451,initial
4,0.5,0,46,0.152,302.631578947368,initial
4,0.5,0,53,0.151,350.993377483444,initial
4,0.5,0,59,0.157,375.796178343949,initial
4,0.5,0,56,0.152,368.421052631579,initial
4,0.5,0,170,0.24,708.333333333333,followup
4,0.5,0,189,0.245,771.428571428571,followup
4,0.5,0,154,0.244,631.147540983607,followup
4,0.5,0,194,0.24,808.333333333333,followup
4,0.5,0,207,0.233,888.412017167382,followup
4,0.5,0,198,0.228,868.421052631579,followup
4,0.5,0.02,358,0.319,1122.25705329154,followup
4,0.5,0.02,331,0.229,1445.41484716157,followup
4,0.5,0.02,308,0.228,1350.87719298246,followup
4,0.5,0.02,324,0.233,1390.55793991416,followup
4,0.5,0.02,305,0.242,1260.3305785124,followup
4,0.5,0.02,408,0.242,1685.95041322314,followup
4,0.5,0.05,1001,0.36,2780.55555555556,followup
4,0.5,0.05,1205,0.265,4547.16981132075,followup
4,0.5,0.05,1135,0.264,4299.24242424242,followup
4,0.5,0.05,1025,0.257,3988.32684824903,followup
4,0.5,0.05,945,0.252,3750,followup
4,0.5,0.05,1076,0.261,4122.60536398467,followup
4,0.5,0.1,336,0.159,2113.20754716981,initial
4,0.5,0.1,380,0.16,2375,initial
4,0.5,0.1,366,0.161,2273.29192546584,initial
4,0.5,0.1,387,0.17,2276.47058823529,initial
4,0.5,0.1,400,0.149,2684.56375838926,initial
4,0.5,0.1,1791,0.417,4294.96402877698,followup
4,0.5,0.1,1633,0.258,6329.45736434108,followup
4,0.5,0.1,1361,0.266,5116.54135338346,followup
4,0.5,0.1,1297,0.255,5086.27450980392,followup
4,0.5,0.1,1249,0.267,4677.90262172285,followup
4,0.5,0.1,1330,0.274,4854.01459854015,followup
4,0.5,0.2,2871,0.419,6852.02863961814,followup
4,0.5,0.2,3305,0.339,9749.26253687316,followup
4,0.5,0.2,3507,0.351,9991.45299145299,followup
4,0.5,0.2,3092,0.329,9398.17629179331,followup
4,0.5,0.2,3011,0.303,9937.29372937294,followup
4,0.5,0.2,3290,0.329,10000,followup
4,0.5,0.5,357,0.159,2245.28301886792,initial
4,0.5,0.5,357,0.157,2273.88535031847,initial
4,0.5,0.5,371,0.155,2393.54838709677,initial
4,0.5,0.5,377,0.16,2356.25,initial
4,0.5,0.5,411,0.158,2601.26582278481,initial
4,0.5,0.5,5633,0.401,14047.3815461347,followup
4,0.5,0.5,6580,0.308,21363.6363636364,followup
4,0.5,0.5,5015,0.291,17233.676975945,followup
4,0.5,0.5,5234,0.298,17563.7583892617,followup
4,0.5,0.5,7327,0.319,22968.6520376176,followup
4,0.5,0.5,6709,0.319,21031.3479623824,followup
4,0.5,1,378,0.155,2438.70967741935,initial
4,0.5,1,349,0.157,2222.92993630573,initial
4,0.5,1,356,0.158,2253.16455696203,initial
4,0.5,1,416,0.158,2632.91139240506,initial
4,0.5,1,428,0.166,2578.31325301205,initial
4,0.5,2,470,0.158,2974.6835443038,initial
4,0.5,2,471,0.159,2962.2641509434,initial
4,0.5,2,453,0.163,2779.14110429448,initial
4,0.5,2,490,0.165,2969.69696969697,initial
4,0.5,2,479,0.165,2903.0303030303,initial
4,0.5,3,480,0.16,3000,initial
4,0.5,3,477,0.163,2926.38036809816,initial
4,0.5,3,488,0.165,2957.57575757576,initial
4,0.5,3,517,0.167,3095.80838323353,initial
4,0.5,3,533,0.172,3098.83720930233,initial
