c4,c12,rlu_od
2,5,30175.439
2,5,31732.025
2,5,35319.742
2,5,37154.656
2,5,37211.91
2,5,38477.953
2,5,37203.18
2,5,36863.957
2,5,32924.801
2,5,31483.307
2,5,32214.057
2,5,31816
2,5,31511.219
3,0,1646.1188
3,0,1550.1166
3,0,1604.1666
3,0,1900
3,0,1557.5621
3,0,1896.3414
3,0,2179.4871
3,0,1723.3202
3,0,1765.625
3,0,1778.9047
3,0,1891.5441
3,0,1922.652
3,0,2090.9092
3,0,1966.6049
3,0,2242.4812
3,.1,9916.1289
3,.1,9250.54
3,.1,11280.923
3,.1,9424.5078
3,.1,9695.5557
3,.1,13578.313
3,.1,13553.082
3,.1,13486.254
3,.1,13954.625
3,.1,13564.991
3,.1,12829.008
3,.1,12939.722
3,.1,13080
3,.1,12467.075
3,.1,12932.203
3,.5,23629.711
3,.5,31367.348
3,.5,17936.219
3,.5,20264.705
3,.5,18778.781
3,.5,27678.057
3,.5,24891.266
3,.5,31728.723
3,.5,26185.92
3,.5,23976.91
3,.5,22330.672
3,.5,21641.838
3,.5,21077.408
3,.5,23603.125
3,.5,22656.102
3,1,23604.701
3,1,20477.125
3,1,20819.383
3,1,21168.141
3,1,21823.145
3,1,25756.055
3,1,26188.152
3,1,26961.738
3,1,26092.174
3,1,27020.943
3,1,22956.182
3,1,22129.283
3,1,23262.166
3,1,22338.533
3,1,23814.873
3,2,51742.797
3,2,30865.297
3,2,32619.816
3,2,36198.156
3,2,42691.109
3,2,43139.492
3,2,40584.25
3,2,47836.996
3,2,36707.273
3,2,38289.133
3,2,32276.252
3,2,31445.705
3,2,33779.742
3,2,33428.34
3,2,30969.305
3,3,31782.051
3,3,30257.709
3,3,30275.938
3,3,29688.053
3,3,31087.248
3,3,37379.129
3,3,34910.527
3,3,35810.285
3,3,34849.387
3,3,35258.348
3,3,31075.83
3,3,29548.49
3,3,28789.557
3,3,29146.031
3,3,30942.309
3,4,55348.289
3,4,44269.738
3,4,66658.695
3,4,61743.039
3,4,47635.574
3,4,50097.93
3,4,47406.309
3,4,55521.496
3,4,53085.391
3,4,54945.387
3,4,37006.41
3,4,35731.781
3,4,38528.055
3,4,38023.531
3,4,38424.75
3,5,42677.02
3,5,41175.965
3,5,40507.461
3,5,42920.531
3,5,39933.617
3,5,43617.285
3,5,46813.867
3,5,43885.563
3,5,44351.688
3,5,43792.684
3,5,37032.309
3,5,36605.52
3,5,36214.172
3,5,38718.332
3,5,37490.133
4,0,1433.1066
4,0,1442.9224
4,0,1673.4694
4,0,1740.4064
4,0,1497.7375
4,0,1646
4,0,1632.3232
4,0,1665.3062
4,0,1583.8384
4,0,1759.1093
4,0,1721.7899
4,0,1827.0377
4,0,1826.3473
4,0,1702.5441
4,0,1716.8317
4,.1,12573.248
4,.1,16829.615
4,.1,14722.109
4,.1,13642.706
4,.1,13121.086
4,.1,18959.508
4,.1,14893.17
4,.1,15457.242
4,.1,16332.155
4,.1,16954.861
4,.1,15044.207
4,.1,14815.218
4,.1,14109.063
4,.1,13795.385
4,.1,16252.308
4,.5,18271.186
4,.5,22341.152
4,.5,18220.125
4,.5,19138.076
4,.5,19786.639
4,.5,25207.68
4,.5,22408.621
4,.5,22794.783
4,.5,21931.74
4,.5,22298.305
4,.5,19461.078
4,.5,19897.709
4,.5,21762.711
4,.5,19372.754
4,.5,19757.576
4,1,23500
4,1,23718.107
4,1,26107.217
4,1,24454.732
4,1,21869.295
4,1,26832.764
4,1,25689.305
4,1,24687.074
4,1,25749.146
4,1,29961.738
4,1,21996.969
4,1,23136.57
4,1,22647.951
4,1,24710.324
4,1,22288.957
4,2,26970.275
4,2,28236.787
4,2,29716.387
4,2,27094.018
4,2,32306.555
4,2,34830.984
4,2,32058.52
4,2,31475.043
4,2,31831.889
4,2,31151.986
4,2,27412.037
4,2,27237.289
4,2,26782.875
4,2,29571.205
4,2,27230.061
4,3,28480.932
4,3,29951.271
4,3,32931.676
4,3,28906.184
4,3,37010.527
4,3,33883.273
4,3,39982.207
4,3,35088.387
4,3,33248.695
4,3,32698.795
4,3,32543.887
4,3,28530.422
4,3,30458.914
4,3,28213.293
4,3,29431.926
4,4,30896.551
4,4,31370.129
4,4,32224.102
4,4,36826.18
4,4,31071.273
4,4,35399.301
4,4,35543.859
4,4,35398.613
4,4,39245.117
4,4,35005.254
4,4,30001.561
4,4,30356.357
4,4,33588.609
4,4,29964.451
4,4,30251.17
4,5,42942.855
4,5,34632.258
4,5,34982.457
4,5,37525.055
4,5,34077.418
4,5,40185.184
4,5,39317.941
4,5,46872.027
4,5,41946.238
4,5,39054.578
4,5,33957.48
4,5,33759.113
4,5,34901.742
4,5,36416.934
4,5,39022.473
5,0,1610.245
5,0,1555.066
5,0,1497.807
5,0,1502.174
5,0,1481.3187
5,0,1832.998
5,0,1576.6283
5,0,1611.5385
5,0,1716.5049
5,0,1746.6411
5,0,1859.7786
5,0,1877.2894
5,0,1902.9304
5,0,1727.1095
5,0,2119.9226
5,.1,12884.444
5,.1,17606.195
5,.1,11771.855
5,.1,12156.989
5,.1,12070.513
5,.1,16240.55
5,.1,15513.698
5,.1,18099.291
5,.1,16612.736
5,.1,21278.777
5,.1,15156.298
5,.1,17721.109
5,.1,14558.735
5,.1,16047.913
5,.1,14738.275
5,.5,20952.484
5,.5,21566.74
5,.5,21066.381
5,.5,21284.188
5,.5,24418.502
5,.5,25760.416
5,.5,25341.379
5,.5,30208.258
5,.5,25574.395
5,.5,26817.223
5,.5,22799.08
5,.5,23221.705
5,.5,25852.201
5,.5,22179.604
5,.5,22503.059
5,1,23094.219
5,1,33403.016
5,1,25496.584
5,1,24028.697
5,1,24208.154
5,1,31850.365
5,1,37913.512
5,1,28726.957
5,1,28432.525
5,1,29869.027
5,1,30175
5,1,27393.258
5,1,26435.535
5,1,25531.686
5,1,25019.969
5,2,31519.65
5,2,31957.871
5,2,31173.076
5,2,31350.951
5,2,37391.773
5,2,35143.105
5,2,42422.102
5,2,35862.191
5,2,35316.609
5,2,37287.5
5,2,35541.801
5,2,32174.881
5,2,30430.34
5,2,30984.447
5,2,31103.773
5,3,31800.885
5,3,44700.855
5,3,34806.742
5,3,31468.271
5,3,30920.879
5,3,37640.707
5,3,37035.586
5,3,48153.43
5,3,40735.027
5,3,38631.484
5,3,33483.199
5,3,38424.766
5,3,32961.66
5,3,35282.504
5,3,32247.635
5,4,45192.309
5,4,44263.043
5,4,44218.883
5,4,46609.504
5,4,51476.414
5,4,48431.52
5,4,48675.422
5,4,49325.758
5,4,53222.223
5,4,51319.551
5,4,42421.57
5,4,40417.492
5,4,41565.789
5,4,40815.18
5,4,40377.266
5,5,44776.805
5,5,45147.652
5,5,56376.754
5,5,43250
5,5,47779.441
5,5,51090.055
5,5,50347.984
5,5,51981.816
5,5,50015.094
5,5,57957.09
5,5,43167.473
5,5,42517.855
5,5,43230
5,5,43580.266
5,5,45120.773
