N,C4Independent,C12Independent,C4Hierarchy,C12Hierarchy,C4Reciprocal,C12Reciprocal,C4IndependentPlus,C12IndependentPlus,C4HierarchyPlus,C12HierarchyPlus,LasBIndependent,LasBIndependentPlus,LasBHierarchy,LasBHierarchyPlus,LasBReciprocal
0.218,0.00833852776181515,0.0117663319384925,0.274067450495168,0.0117663319384925,0.447253528844339,0.210212671926116,0.0120628989299917,0.0858885892104319,0.397025705401296,0.0858885892104319,1777.62539434878,2291.75561243025,2276.58097392231,5830.11403069992,10219.0427727583
0.22,0.00841716345283516,0.0120436397637582,0.277631792631373,0.0120436397637582,0.451946748784982,0.212660063082722,0.0122275707885688,0.0884971177524804,0.402717549175922,0.0884971177524804,1779.67390929494,2311.83973922435,2292.83474945994,5954.45957981129,10313.5771592547
0.222,0.00849583884716925,0.0123279427062324,0.281231776732149,0.0123279427062324,0.456641913352693,0.215112307757806,0.0123936933044123,0.0911180148835627,0.408382856496835,0.0911180148835627,1781.77955292291,2332.13602684313,2309.53150597897,6078.78815240886,10407.804215403
0.224,0.0085745539689004,0.012619443718825,0.284868028147761,0.012619443718825,0.461338975217561,0.217569326590725,0.0125612850497638,0.0937504347688286,0.414022261807103,0.0937504347688286,1783.94402543624,2352.6400839514,2326.68392671868,6203.04413700892,10501.7197872778
0.226,0.00865330884212498,0.0129183503198781,0.288541167454236,0.0129183503198781,0.466037888769696,0.220031041668817,0.0127303649030477,0.0963935998733636,0.419636435674428,0.0963935998733636,1786.16906808034,2373.34795476621,2344.30496265021,6327.17668523824,10595.3199399458
0.228,0.00873210349095281,0.0132248744900603,0.292251808727472,0.0132248744900603,0.470738610048768,0.22249737650466,0.0129009520549328,0.0990467950350757,0.425226073673675,0.0990467950350757,1788.45646253661,2394.25608478907,2362.40782308199,6451.13932450952,10688.6009503968
0.23,0.00881093793950713,0.0135392325430348,0.296000557694581,0.0135392325430348,0.475441096676588,0.224968256013291,0.01307306601453,0.101709362026187,0.430791887147544,0.101709362026187,1790.80803011094,2415.36128920725,2381.00596436251,6574.88959944923,10781.5593006618
0.232,0.00888981221192463,0.0138616449678533,0.299788009761512,0.0138616449678533,0.480145307792595,0.227443606489433,0.0132467266157314,0.104380694577694,0.436334595575092,0.104380694577694,1793.22563069924,2436.6607238602,2400.11307654028,6698.38874106258,10874.1916711183
0.234,0.00896872633235538,0.0141923362410239,0.303614747917018,0.0141923362410239,0.484851203992118,0.229923355584739,0.013421954023693,0.107060233837819,0.441854920310911,0.107060233837819,1795.71116151255,2458.15185863884,2419.74306784144,6821.60136230035,10966.4949339756
0.236,0.00904768032496294,0.014531534606225,0.307481340514323,0.014531534606225,0.489558747267295,0.232407432285113,0.0135987687414646,0.109747464233929,0.447353579488278,0.109747464233929,1798.26655554435,2479.83245316837,2439.9100468285,6944.4951785012,11058.46614694
0.238,0.00912667421392427,0.0148794718196892,0.311388338933188,0.0148794718196892,0.494267900950524,0.234895766888098,0.0137771916167714,0.11244190970707,0.452831283907313,0.11244190970707,1800.89377976281,2501.70053461778,2460.62830210872,7067.04075108468,11150.102547054
0.24,0.00920570802342976,0.0152363828593701,0.315336275126651,0.0152363828593701,0.498978629660347,0.237388290980378,0.0139572438489504,0.115143130288895,0.458288733753867,0.115143130288895,1803.59483301143,2523.75437747732,2481.91227946818,7189.21125284118,11241.4015447074
0.242,0.00928478177768325,0.0156025055961319,0.319325659058463,0.0156025055961319,0.503690899249646,0.23988493741541,0.0141389469960453,0.117850718991897,0.463726616016761,0.117850718991897,1806.37174360213,2545.99248514845,2503.77655631804,7310.9822531836,11332.360717816
0.244,0.00936389550090202,0.015978080425367,0.323356976039069,0.015978080425367,0.508404676756057,0.242385640291203,0.0143223229820641,0.120564298985423,0.469145602490125,0.120564298985423,1809.22656658625,2568.41357319626,2526.23581335323,7432.33152177721,11422.9778061655
0.246,0.00944304921731677,0.0163633498576671,0.327430683970073,0.0163633498576671,0.513119930354503,0.244890334928264,0.0145073941044043,0.123283521031701,0.474546348264331,0.123283521031701,1812.16138069022,2591.01655412239,2549.3048033404,7553.23884903754,11513.2507059149
0.248,0.00952224295117165,0.016758558067433,0.331547210509249,0.016758558067433,0.517836629311748,0.247398957847724,0.0146941830414477,0.126008061157966,0.479929490623385,0.126008061157966,1815.17828490467,2613.80052352507,2572.99831697294,7673.68588207244,11603.1774642585
0.25,0.00960147672672426,0.0171639503986292,0.335706950170465,0.0171639503986292,0.522554743942894,0.24991144674967,0.0148827128603316,0.128737618542639,0.485295648279186,0.128737618542639,1818.27939471828,2636.7647475223,2597.33114575475,7793.65597473818,11692.756274241
0.252,0.00968075056824562,0.0175797728272596,0.33991026137522,0.0175797728272596,0.527274245569718,0.252427740491684,0.0150730070248986,0.131471913595365,0.490645420883677,0.131471913595365,1821.46683799011,2659.90865132378,2622.31804190298,7913.13405057482,11781.9854697229
0.254,0.00976006450002021,0.0180062713805685,0.34415746347493,0.0180062713805685,0.531995106480785,0.254947779067605,0.015265089403831,0.134210686212467,0.495979388769104,0.134210686212467,1824.74275045774,2683.23180884624,2647.97367529192,8032.1064774818,11870.8635204933
0.256,0.00983941854634593,0.0184436915134532,0.34844883376549,0.0184436915134532,0.536717299893249,0.25747150358653,0.0154589842789736,0.136953694191044,0.501298112874432,0.136953694191044,1828.10927088213,2706.73393327612,2674.31258749641,8150.56095308686,11959.3890275255
0.258,0.00991881273153416,0.0188922774431102,0.352784604518034,0.0188922774431102,0.54144079991627,0.259998856252058,0.0156547163538497,0.139700711786498,0.506602134822564,0.139700711786498,1831.56853583428,2730.41486849161,2701.34914303255,8268.48639984975,12047.5607183724
0.26,0.00999824707990969,0.0193522714435247,0.357164960052062,0.0193522714435247,0.546165581515976,0.262529780341789,0.0158523107623753,0.142451528399715,0.51189197711874,0.142451528399715,1835.12267413334,2754.27458126442,2729.09747793698,8385.87286902537,12135.3774426989
0.262,0.0100777216158108,0.0198239131020386,0.361590033879234,0.0198239131020386,0.5508916204819,0.265064220187084,0.0160517930777764,0.14520594738145,0.517168143445245,0.14520594738145,1838.773800951,2778.31315416871,2757.57144587196,8502.71145268872,12222.8381679475
0.264,0.0101572363635891,0.0203074385409072,0.366059905947986,0.0203074385409072,0.555618893394837,0.267602121153092,0.0162531893217142,0.147963784942681,0.522431119031661,0.147963784942681,1842.52401160215,2802.53077913165,2786.78456199185,8618.99420309609,12309.9419751332
0.266,0.0102367913476099,0.0208030796074416,0.370574600020734,0.0208030796074416,0.560347377596043,0.270143429619055,0.0164565259736236,0.150724869160797,0.52768137108331,0.150724869160797,1846.37537504744,2826.92775156614,2816.74994485719,8734.71405872318,12396.6880547654
0.268,0.0103163865922517,0.0213110630370538,0.375134081216587,0.0213110630370538,0.565077051157727,0.272688092958889,0.0166618299802707,0.153489039072489,0.532919349253505,0.153489039072489,1850.32992713934,2851.50446503194,2847.48025673309,8849.86477638195,12483.0757028931
0.27,0.0103960221219065,0.0218316095942285,0.3797382537533,0.0218316095942285,0.569807892854781,0.275236059522048,0.0168691287655341,0.156256143845113,0.538145486147614,0.156256143845113,1854.38966364898,2876.26140637683,2878.98764265976,8964.44086887334,12569.1043172701
0.272,0.0104756979609799,0.0223649331971514,0.384386958922388,0.0223649331971514,0.574539882137686,0.277787278614678,0.017078450240415,0.159026042019118,0.543360197849086,0.159026042019118,1858.55653311704,2901.1991513138,2911.28366873214,9078.43754768399,12654.7733936378
0.274,0.0105554141338908,0.0229112400323913,0.389079973331015,0.0229112400323913,0.579272999106551,0.280341700481056,0.0172898228132843,0.161798600814871,0.548563884459294,0.161798600814871,1862.83242957758,2926.31836039479,2944.37926007238,9191.85067028086,12740.0825221206
0.276,0.0106351706650716,0.023470727666659,0.393817007443285,0.023470727666659,0.584007224486231,0.282899276285325,0.0175032754003693,0.164573695497851,0.553756930644546,0.164573695497851,1867.21918520913,2951.61977534523,2978.28463902133,9304.67669159979,12825.0313837342
0.278,0.0107149675789682,0.0240435841632147,0.398597704451915,0.0240435841632147,0.588742539602473,0.285459958093519,0.0177188374364884,0.167351208796831,0.558939706184824,0.167351208796831,1871.71856297205,2977.10421572708,3013.00926411256,9416.91261936144,12909.6197469999
0.28,0.0107948049000398,0.0246299872109681,0.403421639508933,0.0246299872109681,0.593478926359055,0.288023698855889,0.0179365388860386,0.170131030370135,0.564112566519893,0.170131030370135,1876.33224929574,3002.77257590118,3048.5617704226,9528.555972883,12993.8474646652
0.282,0.0108746826527594,0.0252301032746697,0.408288319340973,0.0252301032746697,0.598216367215868,0.29059045238951,0.0181564102542433,0.1729130563156,0.569275853289247,0.1729130563156,1881.06184688239,3028.62582226273,3084.94991191326,9639.60474508414,13077.7144705263
0.284,0.010954600861613,0.0258440867748347,0.413197182271016,0.0258440867748347,0.602954845167903,0.293160173361202,0.0183784825986647,0.175697188720264,0.574429894863117,0.175697188720264,1885.90886769672,3054.66499072587,3122.18050639451,9750.05736741465,13161.2207763492
0.286,0.0110345595511005,0.026472079306131,0.41814759866401,0.026472079306131,0.607694343725099,0.295732817270727,0.0186027875409906,0.178483335246209,0.579575006862364,0.178483335246209,1890.87472621253,3080.89118443603,3160.25938373855,9859.91267745562,13244.3664688888
0.288,0.0111145587457348,0.0271142089029144,0.423138871808798,0.0271142089029144,0.612434846893017,0.298308340434293,0.0188293572790985,0.181271408749332,0.584711492665584,0.181271408749332,1895.96073298703,3107.3055716904,3199.19133796653,9969.16988896957,13327.1517070005
0.29,0.0111945984700427,0.0277705893603742,0.428170239243295,0.0277705893603742,0.617176339154317,0.300886699968345,0.0190582245994074,0.184061326928117,0.58983964390218,0.184061326928117,1901.16808863322,3133.90938404904,3238.98008380823,10077.8285641949,13409.576718844
0.292,0.0112746787485642,0.0284413196193707,0.433240874523913,0.0284413196193707,0.621918805450976,0.303467853773645,0.0192894228895216,0.186853011999791,0.594959740930503,0.186853011999791,1906.49787825778,3160.70391462053,3279.62821830153,10185.8885881995,13491.6417991751
0.294,0.0113547996058529,0.029126483222502,0.438349889434034,0.029126483222502,0.626662231167238,0.306051760519652,0.0195229861511759,0.189646390401454,0.60007205330044,0.189646390401454,1911.95106642878,3187.69051650765,3321.13718795349,10293.3501451237,13573.3473067247
0.296,0.0114349610664756,0.0298261478482249,0.443496336619998,0.0298261478482249,0.631406602113263,0.308638379629173,0.0197589490134875,0.192441392514054,0.605176840200092,0.192441392514054,1917.52849273201,3214.87060140006,3363.50726192734,10400.2136961606,13654.6936616602
0.298,0.0115151631550129,0.0305403649289976,0.448679212636718,0.0305403649289976,0.636151904509429,0.311227671263315,0.0199973467465237,0.19523795240723,0.610274350886348,0.19523795240723,1923.2308679689,3242.24563830192,3406.73751165245,10506.4799591318,13735.681343129
0.3,0.0115954058960587,0.0312691693584187,0.453897461378867,0.0312691693584187,0.640898124971274,0.313819596306713,0.0202382152751924,0.198036007603259,0.615364825099333,0.198036007603259,1929.0587710413,3269.81715238358,3450.82579717699,10612.1498895323,13816.3108868811
0.302,0.0116756893142204,0.0320125792912249,0.459149977867749,0.0320125792912249,0.645645250495048,0.316414116353034,0.020481591193463,0.200835498858511,0.620448493460839,0.200835498858511,1935.01264656009,3297.58672394751,3495.76876049776,10717.2246629287,13896.5828829674
0.304,0.0117560134341188,0.0327705960388109,0.464435612358587,0.0327705960388109,0.650393268443843,0.319011193690764,0.0207275117789264,0.203636369960931,0.625525577856947,0.203636369960931,1941.09280320538,3325.55598749942,3541.56182601094,10821.705658603,13976.4979735137
0.306,0.0118363782803882,0.033543204061672,0.469753174728228,0.033543204061672,0.655142166534281,0.321610791289268,0.0209760150077013,0.206438567542247,0.63059629180511,0.206438567542247,1947.29941285618,3353.72663091638,3588.19920813205,10925.5944443465,14056.0568505657
0.308,0.0119167838776764,0.034330371058868,0.475101439099255,0.034330371058868,0.659891932823739,0.324212872785121,0.0212271395696964,0.20924204090368,0.635660840806074,0.20924204090368,1953.63251049709,3382.10039470429,3635.67392603723,11028.8927623145,14135.260254005
0.31,0.0119972302506447,0.035132048153313,0.480479148653348,0.035132048153313,0.664642555698077,0.326817402468703,0.0214809248842358,0.212046741854076,0.640719422681001,0.212046741854076,1960.09199489943,3410.67907133807,3683.97782538137,11131.6025158613,14214.1089695324
0.312,0.0120777174239677,0.0359481701704182,0.485885020584514,0.0359481701704182,0.669394023859862,0.329424345271062,0.0217374111160567,0.214852624559451,0.645772227894248,0.214852624559451,1966.6776300636,3439.4645046781,3733.10160675618,11233.7257572808,14292.6038267178
0.314,0.0121582454223336,0.036778656006407,0.491317751141504,0.036778656006407,0.674146326317061,0.332033666751037,0.0219966391916885,0.217659645403038,0.650819439862255,0.217659645403038,1973.38904739997,3468.45858945712,3783.03486056295,11335.2646763849,14370.7456971137
0.316,0.0122388142704441,0.037623409081495,0.496776020708501,0.037623409081495,0.678899452372172,0.334645333082635,0.022258650816222,0.22046776285502,0.655861235249013,0.22046776285502,1980.22574861591,3497.66327083244,3833.76610789454,11436.2215898578,14448.5354924311
0.318,0.0123194239930143,0.0384823178721113,0.502258498873778,0.0384823178721113,0.683653391611798,0.337259311042666,0.0225234884904779,0.223276937351179,0.660897784248585,0.223276937351179,1987.18710926826,3527.08054399842,3885.28284694923,11536.5989313285,14525.9741627753
0.32,0.0124000746147727,0.0393552565154614,0.507763849437687,0.0393552565154614,0.688408133896625,0.339875567998622,0.0227911955285838,0.226087131179772,0.665929250855194,0.226087131179772,1994.27238293293,3556.71245385487,3937.57160443809,11636.3992421093,14603.0626949403
0.322,0.0124807661604615,0.0402420854789946,0.513290735313721,0.0402420854789946,0.693163669351793,0.342494071896805,0.0230618160759699,0.22889830837601,0.670955793121341,0.22889830837601,2001.48070593674,3586.56109472702,3990.61799139768,11735.6251625525,14679.8021107599
0.324,0.0125614986548361,0.0411426522867679,0.518837823279658,0.0411426522867679,0.69791998835765,0.345114791250697,0.0233353951277914,0.231710434623547,0.67597756340444,0.231710434623547,2008.81110259162,3616.62861013343,4044.40676278282,11834.2794239794,14756.1934655135
0.326,0.0126422721226656,0.0420567922942912,0.524403788539578,0.0420567922942912,0.702677081540866,0.347737695129564,0.0236119785477896,0.234523477162467,0.680994708602462,0.234523477162467,2016.26249086704,3646.91719259807,4098.92188018883,11932.3648411432,14832.2378463854
0.328,0.0127230865887324,0.0429843295031959,0.52998731906194,0.0429843295031959,0.707434939765887,0.350362753147301,0.0238916130875997,0.237337404703264,0.686007370379032,0.237337404703264,2023.83368843421,3677.42908350341,4154.14657704091,12029.8843051863,14907.9363709757
0.33,0.0128039420778324,0.0439250774069899,0.535587119663644,0.0439250774069899,0.712193554126733,0.352989935451498,0.0241743464065169,0.240152187346395,0.691015685378451,0.240152187346395,2031.52341901392,3708.16657298134,4210.06342558739,12126.8407770572,14983.2901858606
0.332,0.0128848386147751,0.0448788398592371,0.541201915814992,0.0448788398592371,0.716952915939108,0.355619212712739,0.0244602270917297,0.242967796506966,0.696019785431078,0.242967796506966,2039.33031895994,3739.13199983892,4266.65440504536,12223.2372813576,15058.3004652022
0.334,0.0129657762243834,0.0458454119557138,0.546830457145582,0.0458454119557138,0.721713016732811,0.358250556114118,0.0247493046790317,0.245784204844212,0.701019797749501,0.245784204844212,2047.2529440109,3770.3277515165,4323.90097026781,12319.0769005864,15132.9684094045
0.336,0.0130467549314936,0.0468245809224376,0.552471520636265,0.0468245809224376,0.726473848244451,0.36088393734098,0.0250416296740225,0.248601386195392,0.706015845115916,0.248601386195392,2055.28977614571,3801.75626407543,4381.78412033274,12414.3627697567,15207.2952438153
0.338,0.0131277747609555,0.0478161270019159,0.558123913487315,0.0478161270019159,0.73123540241043,0.363519328570868,0.0253372535738074,0.251419315513811,0.711008046061106,0.251419315513811,2063.43923048025,3833.42002221294,4440.28446649227,12509.0980713588,15281.2822174722
0.34,0.0132088357376325,0.0488198243305009,0.563786475657674,0.0488198243305009,0.735997671360204,0.366156702463685,0.0256362288892077,0.254237968810658,0.715996515035419,0.254237968810658,2071.69966214737,3865.32155930208,4499.38229896484,12603.2860306463,15354.930601891
0.342,0.0132899378864013,0.0498354418003531,0.569458082074668,0.0498354418003531,0.740760647409801,0.36879603215206,0.0259386091674915,0.257057323100399,0.720981362572093,0.257057323100399,2080.0693731061,3897.46345745432,4559.05765210286,12696.9299112239,15428.2416898961
0.344,0.0133710812321522,0.0508627439001782,0.575137644517617,0.0508627439001782,0.745524323055579,0.37143729123192,0.0262444490156371,0.259877356349474,0.725962695443307,0.259877356349474,2088.54661883127,3929.8483476029,4619.29036752077,12790.0330109168,15501.2167944904
0.346,0.013452265799789,0.0519014915295995,0.58082411318247,0.0519014915295995,0.75028869096823,0.374080453753259,0.0265538041241387,0.262698047428085,0.73094061680928,0.262698047428085,2097.12961483965,3962.47890960477,4680.06015482359,12882.598657903,15573.8572477648
0.348,0.0135334916142288,0.0529514427827422,0.586516477937799,0.0529514427827422,0.755053743987007,0.376725494211095,0.0268667312913668,0.265519376064832,0.73591522636075,0.265519376064832,2105.81654301433,3995.35787235935,4741.34664963087,12974.6302070921,15646.1643998443
0.35,0.0136147587004023,0.0540123536973183,0.592213769285214,0.0540123536973183,0.759819475114169,0.379372387536633,0.0271832884484933,0.268341322804036,0.740886620455147,0.268341322804036,2114.60555769447,4028.48801394205,4803.12946864633,13066.1310367332,15718.1396178719
0.352,0.0136960670832537,0.0550839789661991,0.597915059039538,0.0550839789661991,0.764585877509638,0.382021109088598,0.0275035346849934,0.271163868965557,0.74585489224675,0.271163868965557,2123.49479150292,4061.87216175097,4865.38826157646,13157.104545239,15789.7842850264
0.354,0.0137774167877405,0.0561660726091352,0.603619460745866,0.0561660726091352,0.769352944485855,0.384671634644763,0.0278275302747349,0.273986996606923,0.750820131811115,0.273986996606923,2132.48236088964,4095.51319266474,4928.10275975236,13247.5541482103,15861.0997995755
0.356,0.013858807838834,0.0572583886029214,0.609326129851963,0.0572583886029214,0.774120669502829,0.387323940393656,0.0281553367026667,0.27681068848765,0.755782426264047,0.27681068848765,2141.56637137369,4129.41403320998,4991.252821357,13337.4832756499,15932.0875739614
0.358,0.0139402402615188,0.0583606814688956,0.615034263655388,0.0583606814688956,0.778889046163371,0.389978002926437,0.0284870166921173,0.279634928035584,0.760741859875367,0.279634928035584,2150.74492247153,4163.57765973651,5054.81847320406,13426.8953693529,16002.7490339188
0.36,0.0140217140807928,0.0594727068172051,0.620743101045272,0.0594727068172051,0.783658068208505,0.392633799228952,0.0288226342327142,0.282459699315138,0.765698514177732,0.282459699315138,2160.01611230364,4198.00709859867,5118.77994905504,13515.7938804626,16073.0856176237
0.362,0.0141032293216676,0.0605942218477661,0.626451922058837,0.0605942218477661,0.788427729513049,0.395291306673959,0.0291622546089366,0.285284986997314,0.77065246807072,0.285284986997314,2169.37804187554,4232.70542634104,5183.11772449691,13604.1822671818,16143.0987748722
0.364,0.0141847860091682,0.0617249858082751,0.632160047272641,0.0617249858082751,0.793198024081365,0.397950503013509,0.0295059444293101,0.28811077633138,0.775603797920433,0.28811077633138,2178.82881903279,4267.67576988684,5247.81254843449,13692.0639926299,16212.7899662889
0.366,0.0142663841683332,0.0628647604100147,0.637866837048138,0.0628647604100147,0.797968946043256,0.400611366371505,0.0298537716562571,0.290937053118106,0.780552577654797,0.290937053118106,2188.36656209302,4302.92130672733,5312.84547127875,13779.4425228367,16282.1606625628
0.368,0.0143480238242145,0.0640133102025192,0.643571690650527,0.0640133102025192,0.802740489650023,0.403273875236405,0.0302058056366112,0.293763803684462,0.785498878854791,0.293763803684462,2197.98940316041,4338.44526511052,5378.19786993551,13866.3213248641,16351.212343711
0.37,0.0144297050018775,0.0651704029084406,0.649274045259087,0.0651704029084406,0.807512649270659,0.405938008454087,0.0305621171328075,0.296591014859676,0.79044277084177,0.296591014859676,2207.6954911309,4374.25092422736,5443.85146971781,13952.703865049,16419.9464983684
0.372,0.0145114277264013,0.0663358097201766,0.654973374886242,0.0663358097201766,0.81228541938819,0.408603745220871,0.0309227783547591,0.299418673952587,0.795384320761092,0.299418673952587,2217.4829943978,4410.34161439374,5509.78836332034,14038.5936073591,16488.3646231032
0.374,0.0145931920228781,0.0675093055599973,0.660669189221564,0.0675093055599973,0.817058794596145,0.411271065076676,0.0312878629924284,0.302246768730191,0.800323593662192,0.302246768730191,2227.35010326969,4446.72071722644,5575.99102700599,14123.9940118551,16556.4682217571
0.376,0.0146749979164139,0.0686906693055443,0.666361032415815,0.0686906693055443,0.821832769595153,0.413939947898341,0.0316574462491055,0.305075287397324,0.805260652575293,0.305075287397324,2237.29503211328,4483.39166581128,5642.44233416291,14208.9085332526,16624.2588048095
0.378,0.014756845432128,0.0698796839826613,0.672048481818947,0.0698796839826613,0.826607339189663,0.416610373893074,0.0320316048754,0.307904218577406,0.810195558584904,0.307904218577406,2247.31602123513,4520.35794486145,5709.12556639575,14293.3406195789,16691.7378887644
0.38,0.0148387345951533,0.071076136927583,0.677731146684822,0.071076136927583,0.831382498284788,0.419282323592043,0.0324104172039579,0.310733551294187,0.815128370900244,0.310733551294187,2257.41133851665,4557.62309086424,5776.02442231766,14377.2937109174,16758.9069955604
0.382,0.0149206654306361,0.0722798199205294,0.683408666854195,0.0722798199205294,0.836158241883259,0.421955777844116,0.0327939631849105,0.313563274954424,0.820059146922745,0.313563274954424,2267.5792808173,4595.19069221414,5843.12302421025,14460.7712382357,16825.7676520017
0.384,0.0150026379637362,0.0734905292927569,0.689080711426378,0.0734905292927569,0.840934565082483,0.424630717809717,0.0331823244220629,0.316393379331455,0.824987942310772,0.316393379331455,2277.8181751611,4633.06438933014,5910.40592271719,14543.7766222916,16892.321389211
0.386,0.0150846522196268,0.0747080660090953,0.694746977428856,0.0747080660090953,0.845711463071717,0.427307124954822,0.0335755842098316,0.319223854549593,0.829914811041665,0.319223854549593,2288.12637972142,4671.24787475537,5977.85809973407,14626.3132726134,16958.5697421014
0.388,0.0151667082234948,0.0759322357279592,0.700407188493032,0.0759322357279592,0.850488931129333,0.429984981045086,0.0339738275709345,0.32205469106931,0.834839805471264,0.32205469106931,2298.50228461908,4709.74489323661,6045.464969653,14708.3845865491,17024.5142488694
0.39,0.0152488060005403,0.0771628488407621,0.706061093543268,0.0771628488407621,0.855266964620185,0.432664268140089,0.0343771412948431,0.324885879673161,0.839762976390988,0.324885879673161,2308.94431254831,4748.55924178166,6113.21237911462,14789.9939483812,17090.1564505056
0.392,0.015330945575977,0.0783997204925989,0.711708465505413,0.0783997204925989,0.860045558993069,0.435344968587706,0.0347856139769985,0.327717411452399,0.844684373082619,0.327717411452399,2319.45091924475,4787.69476969207,6181.08660541407,14871.1447285028,17155.4978903249
0.394,0.0154131269750321,0.0796426705859744,0.717349100040104,0.0796426705859744,0.864824709778271,0.438027065018596,0.0351993360587976,0.330549277794253,0.849604043370865,0.330549277794253,2330.02059380926,4827.15537856878,6249.07435370032,14951.8402826523,17220.5401135133
0.396,0.0154953502229463,0.0808915237692777,0.722982814305291,0.0808915237692777,0.869604412585201,0.440710540340813,0.0356183998683522,0.333381470369821,0.85452203367382,0.333381470369821,2340.65185890053,4866.94502228827,6317.162753101,15032.083951202,17285.2846666935
0.398,0.0155776153449738,0.0821461094116056,0.728609445751674,0.0821461094116056,0.874384663100112,0.443395377734525,0.0360428996620222,0.336213981122549,0.859438389051406,0.336213981122549,2351.34327080918,4907.06770694652,6385.33935189691,15111.8790584988,17349.7330975053
0.4,0.015659922366382,0.0834062615654441,0.734228850954036,0.0834062615654441,0.879165457083896,0.446081560646848,0.0364729316667253,0.339046802257266,0.864353153251896,0.339046802257266,2362.09341942492,4947.52749076793,6453.59211186256,15191.228912253,17413.8869542037
0.402,0.0157422713124521,0.0846718189186234,0.739840904480834,0.0846718189186234,0.883946790369962,0.448769072786793,0.0369085941230217,0.341879926229738,0.869266368756595,0.341879926229738,2372.90092810823,4988.32848397661,6521.90940188137,15270.1368029732,17477.7477852714
0.404,0.0158246622084788,0.085942624736864,0.745445497803822,0.085942624736864,0.888728658862178,0.451457898120311,0.0373499873289719,0.344713345736715,0.874178076822762,0.344713345736715,2383.76445347675,5029.4748486268,6590.27999093588,15348.6060034442,17541.3171390473
0.406,0.0159070950797699,0.087218526798136,0.751042538249009,0.087218526798136,0.893511058532894,0.454148020865452,0.037797213684765,0.347547053706447,0.879088317524859,0.347547053706447,2394.68268511628,5070.97079838955,6658.69304056601,15426.6397682457,17604.5965633688
0.408,0.015989569951647,0.0884993773199635,0.756631947989764,0.0884993773199635,0.898293985421025,0.456839425487622,0.0382503777381117,0.350381043289643,0.883997129794188,0.350381043289643,2405.65434522552,5112.82059829229,6727.13809688074,15504.241333309,17667.5876052287
0.41,0.0160720868494452,0.0897850328807119,0.762213663082521,0.0897850328807119,0.903077435630208,0.459532096694939,0.0387095862303956,0.35321530785084,0.888904551457003,0.35321530785084,2416.67818820281,5155.02856440808,6795.6050822013,15581.4139155103,17730.2918104454
0.412,0.0161546457985128,0.091075354335813,0.767787632545186,0.091075354335813,0.907861405327016,0.462226019433693,0.0391749481435727,0.356049840960179,0.893810619271138,0.356049840960179,2427.75300018277,5197.59906349094,6864.08428640732,15658.1607122981,17792.7107233465
0.414,0.0162372468242118,0.0923702067297972,0.77335381747804,0.0923702067297972,0.912645890739233,0.464921178883891,0.03964657474781,0.358884636385549,0.89871536896125,0.358884636385549,2438.87759852993,5240.53651255374,6932.56635805036,15734.4849013526,17854.8458864651
0.416,0.0163198899519177,0.0936694592049251,0.778912190226687,0.0936694592049251,0.917430888154188,0.467617560454908,0.0401245796498475,0.361719688085084,0.903618835252702,0.361719688085084,2450.05083129578,5283.84537838471,7001.04229529362,15810.3896402751,17916.6988402481
0.418,0.0164025752070193,0.0949729849071347,0.784462733586397,0.0949729849071347,0.922216393917153,0.47031514978122,0.0406090788420698,0.364554990200005,0.908521051904172,0.364554990200005,2461.27157664546,5327.53017699892,7069.50343673022,15885.8780663073,17978.2711227771
0.42,0.0164853026149189,0.0962806608899521,0.790005440046985,0.0962806608899521,0.927002404429779,0.473013932718232,0.0411001907522669,0.367390537047774,0.913422051739024,0.367390537047774,2472.53874225919,5371.59547302034,7137.94145212744,15960.953296076,18039.5642694999
0.422,0.0165680722010325,0.0975923680169471,0.795540311077252,0.0975923680169471,0.931788916148601,0.475713895338187,0.0415980362940639,0.370226323115552,0.918321866675505,0.370226323115552,2483.85126471366,5416.04587899046,7206.34833313886,16035.6184253642,18100.5798129739
0.424,0.0166508839907893,0.0989079908632537,0.80106735644786,0.0989079908632537,0.936575925583583,0.478415023926172,0.0421027389179947,0.373062343053951,0.923220527755812,0.373062343053951,2495.20810884755,5460.8860545989,7274.7163840218,16109.8765289064,18161.3192826199
0.426,0.016733738009632,0.100227417616621,0.80658659359147,0.100227417616621,0.941363429296714,0.481117304976193,0.042614424663191,0.375898591671046,0.92811806517408,0.375898591671046,2506.6082671154,5506.12070583156,7343.03821239307,16183.7306602058,18221.7842044864
0.428,0.016816634283017,0.101550539978402,0.812098046998841,0.101550539978402,0.946151423900652,0.483820725187348,0.0431332222096564,0.378735063926664,0.933014508303334,0.378735063926664,2518.05075893328,5551.75458403148,7411.30672005207,16257.1838513736,18281.9761010238
0.43,0.016899572836414,0.102877253064853,0.817601747649584,0.102877253064853,0.950939906057411,0.486525271460059,0.0436592629310888,0.381571754926899,0.93790988572145,0.381571754926899,2529.53463001947,5597.79248486742,7479.51509389626,16330.2391129879,18341.8964908686
0.432,0.0169825536953061,0.104207455309046,0.823097732476216,0.104207455309046,0.955728872477092,0.489230930892407,0.0441926809482132,0.38440865991888,0.942804225236165,0.38440865991888,2541.05895173306,5644.23924720523,7547.65679695124,16402.8994339719,18401.5468886367
