N,C4Independent,C12Independent,C4Hierarchy,C12Hierarchy,C4Reciprocal,C12Reciprocal,C4IndependentPlus,C12IndependentPlus,C4HierarchyPlus,C12HierarchyPlus,LasBIndependent,LasBIndependentPlus,LasBHierarchy,LasBHierarchyPlus,LasBReciprocal
0.186,0.00708573675652806,0.00813332951260789,0.221377103182307,0.00813332951260789,0.372473050486964,0.171785206663986,0.00961138332508255,0.0469049160676093,0.302303794625449,0.0469049160676093,1751.39129387179,2005.17966537908,2067.51920089018,3909.33993414556,8669.05445190592
0.188,0.00716374045885602,0.00832249619973231,0.22445516130582,0.00832249619973231,0.377126987363078,0.174142881481493,0.00975514218484117,0.0491155585670307,0.308385743848695,0.0491155585670307,1752.72348101821,2020.755487751,2078.17769244458,4020.70103222179,8767.73199922846
0.19,0.00724178348099535,0.00851604297782844,0.227559189684218,0.00851604297782844,0.381783931785643,0.176506894297012,0.00990009172411965,0.0513675394571419,0.314457659271146,0.0513675394571419,1754.09111051865,2036.70620670676,2089.114944488,4133.95644201718,8866.205008848
0.192,0.00731986584681439,0.00871410007570715,0.230689742152263,0.00871410007570715,0.386443796216405,0.178877139684293,0.010046246340591,0.0536579436051128,0.320515258538143,0.0536579436051128,1755.49525322976,2053.01542230523,2100.3391392473,4248.91705556486,8964.46469609749
0.194,0.00739798758019491,0.00891680180544041,0.233847381683724,0.00891680180544041,0.391106496514288,0.181253513986968,0.0101936206573161,0.0559840062618101,0.326554968263502,0.0559840062618101,1756.93701455359,2069.66750504083,2111.85871858024,4365.40266802335,9062.5026363966
0.196,0.00747614870503206,0.00912428665419265,0.237032680091584,0.00912428665419265,0.395771951792179,0.183635915303177,0.0103422295270089,0.058343123227637,0.332573859878916,0.058343123227637,1758.41753528691,2086.64768182165,2123.68238925094,4483.24279539169,9160.31075480341
0.198,0.00755434924523441,0.00933669737276741,0.240246217674275,0.00933669737276741,0.40044008427994,0.186024243469215,0.0104920880363953,0.0607328554385496,0.338569582577266,0.0607328554385496,1759.9379924505,2103.94208559335,2135.81912792498,4602.27712841441,9257.88131578998
0.2,0.00763258922472392,0.00955418106008962,0.243488582803569,0.00955418106008962,0.405110819193371,0.188418400042278,0.0106432115106671,0.0631509291657894,0.344540296489803,0.0631509291657894,1761.49960009221,2121.53777581196,2148.27818582711,4722.35569345132,9355.20691324085
0.202,0.00771086866743598,0.00977688924276572,0.246760371449574,0.00977688924276572,0.40978408460886,0.190818288282404,0.0107956155180333,0.0655952328924484,0.350484608344918,0.0655952328924484,1763.10361005734,2139.42273629914,2161.06909299955,4843.338785011,9452.28046067407
0.204,0.00778918759731937,0.0100049779487816,0.250062186638147,0.0100049779487816,0.414459811343485,0.193223813133677,0.010949315874372,0.0680638117765985,0.356401511104513,0.0680638117765985,1764.75131271873,2157.58585616121,2174.20166209263,4965.09672660007,9549.09518168341
0.206,0.00786754603833628,0.0102386077743122,0.253394637835884,0.0102386077743122,0.419137932840324,0.195634881204784,0.0111043286479846,0.0705548604539332,0.362290328472175,0.0705548604539332,1766.44403765871,2176.01689854596,2187.68599161377,5087.50950780888,9645.64460060052
0.208,0.00794594401446234,0.0104779439425267,0.256758340257744,0.0104779439425267,0.423818385058739,0.198051400748986,0.0112606701644547,0.0730667147850924,0.368150664707029,0.0730667147850924,1768.18315429399,2194.70646113344,2201.53246855462,5210.4663369953,9741.92253337532
0.21,0.00802438154968656,0.0107231563531812,0.260153914092292,0.0107231563531812,0.428501106369431,0.20047328164357,0.0114183570116145,0.0755978430209271,0.373982359840659,0.0755978430209271,1769.97007243388,2213.6459314582,2215.75177030972,5333.86514105901,9837.92307867284
0.212,0.00810285866801138,0.0109744196216953,0.263581983639526,0.0109744196216953,0.433186037454049,0.202900435368856,0.0115774060446222,0.0781468367458384,0.379785450160673,0.0781468367458384,1771.80624276153,2232.8274394644,2230.35486579342,5457.61203688156,9933.64060918431
0.214,0.00818137539345267,0.0112319131063147,0.267043176356251,0.0112319131063147,0.43787312120915,0.205332774986805,0.011737834391151,0.0807124018653256,0.38556013367188,0.0807124018653256,1773.69315722696,2252.24380910856,2245.35301565562,5581.62079313089,10029.0697631503
0.216,0.0082599317500397,0.0114958209218626,0.270538121804067,0.0114958209218626,0.442562302654332,0.207770215119295,0.0118996594566949,0.083293349827789,0.391306740155452,0.083293349827789,1775.63234933976,2271.88851034338,2260.75777149002,5705.81229627181,10124.2054360935
