M,C4Independent,C12Independent,C4Hierarchy,C12Hierarchy,C4Reciprocal,C12Reciprocal,C4IndependentPlus,C12IndependentPlus,C4HierarchyPlus,C12HierarchyPlus,LasBIndependent,LasBIndependentPlus,LasBHierarchy,LasBHierarchyPlus,LasBReciprocal
0.3,0.0316005598169431,0.405886408841645,1.70655534374329,0.405886408841645,1.77349009743814,1.06579751450536,0.404557137015804,0.979159295571375,1.76958832456068,0.979159295571375,5050.04608039474,19974.2100046766,18110.6251106617,25814.4627351699,26506.6733431762
0.31,0.0313350159351977,0.402764495485798,1.69245733551958,0.402764495485798,1.75940608071449,1.05980786629466,0.392657509115602,0.973135025600702,1.75548874045664,0.973135025600702,5017.75921605672,19768.5394174799,18029.0444817311,25744.9799154894,26442.1394627217
0.32,0.0310738892416117,0.399673892739049,1.67857235230651,0.399673892739049,1.74553745566533,1.05387892798707,0.38105656509285,0.967170460327043,1.74160441114921,0.967170460327043,4985.91284014359,19561.3821304763,17947.7932364673,25675.7097876679,26377.8323163354
0.33,0.0308170706300198,0.396614140873876,1.6648955549529,0.396614140873876,1.73187934257093,1.04800979594698,0.369751222223071,0.961264717616863,1.72793045826935,0.961264717616863,4954.49798751626,19352.8268662247,17866.8697319815,25606.6513280348,26313.7507883794
0.34,0.0305644545518392,0.39358478920448,1.65142224899842,0.39358478920448,1.718427007662,1.04219958431562,0.35873845822856,0.955416932634273,1.71446214935578,0.955416932634273,4923.50594033868,19142.9718883265,17786.2723409042,25537.8035216357,26249.8937718666
0.35,0.03031593887249,0.390585395866546,1.63814787931023,0.390585395866546,1.7051758577095,1.03644742457688,0.34801528925364,0.949626257419139,1.70119489244637,0.949626257419139,4892.92821951504,18931.9250823933,17705.999451178,25469.1653621144,26186.2601683538
0.36,0.0300714247347024,0.387615527603411,1.62506802495635,0.387615527603411,1.69212143485324,1.0307524651357,0.337578747517424,0.943891860477486,1.68812423090818,0.943891860477486,4862.75657648234,18719.8039409789,17626.0494658549,25400.7358515989,26122.848887836
0.37,0.029830816428328,0.384674759558438,1.61217839430358,0.384674759558438,1.67925941165703,1.0251138709087,0.327425858838536,0.938212926383762,1.67524583849406,0.938212926383762,4832.9829853413,18506.7354422653,17546.4208028977,25332.5140005882,26059.6588486424
0.38,0.0295940212662987,0.38176267507338,1.59947482032872,0.38176267507338,1.66658558637888,1.01953082292673,0.31755362026209,0.932588655394593,1.6625555146142,0.932588655394593,4803.59963530932,18292.855813564,17467.111894986,25264.4988278415,25996.6889773353
0.39,0.0293609494663967,0.378878865492535,1.58695325613223,0.378878865492535,1.65409587844551,1.01400251794867,0.307958978052447,0.927018263073607,1.6500491798119,0.927018263073607,4774.59892348034,18078.3101724475,17388.1211893262,25196.6893602695,25933.9382086089
